From Date;To Date;Station;PM2.5;NO;NO2;NOx;CO;Ozone;RF;RF;RF;RF;TOT-RF;
27-01-2021 00:00;28-01-2021 00:00;vikas_sadan;148.04;58.84;55.44;76.1;1.58;27.53;0;0;0;0;0;
28-01-2021 00:00;29-01-2021 00:00;vikas_sadan;201.98;84.86;61.76;100.22;2.02;24.36;0;0;0;0;0;
29-01-2021 00:00;30-01-2021 00:00;vikas_sadan;161.83;30.51;53.06;52.19;1.22;28;0;0;0;0;0;
30-01-2021 00:00;31-01-2021 00:00;vikas_sadan;119.55;41.12;55.9;62.47;1.38;25.61;0;0;0;0;0;
31-01-2021 00:00;01-02-2021 00:00;vikas_sadan;149.84;141.28;70.86;151.3;1.76;20.16;0;0;0;0;0;
01-02-2021 00:00;02-02-2021 00:00;vikas_sadan;146.45;95.83;67.82;112.17;2.07;18.31;0;0;0;0;0;
02-02-2021 00:00;03-02-2021 00:00;vikas_sadan;208.11;144.17;92.98;164.01;2.25;14.86;0;0;0;0;0;
03-02-2021 00:00;04-02-2021 00:00;vikas_sadan;128.24;4.35;47.32;28.28;1.04;20.55;0;0;0;0;0;
04-02-2021 00:00;05-02-2021 00:00;vikas_sadan;121.33;7.09;48.58;31.11;1.52;18.15;0;0;0;0;0;
05-02-2021 00:00;06-02-2021 00:00;vikas_sadan;73.88;23.06;36.23;37.42;1.32;13.38;0;0;0;0;0;
06-02-2021 00:00;07-02-2021 00:00;vikas_sadan;74.16;8.5;29.15;22.06;1.26;18.74;0;0;0;0;0;
07-02-2021 00:00;08-02-2021 00:00;vikas_sadan;101.9;14.89;35.77;30.64;1.46;20.67;0;0;0;0;0;
08-02-2021 00:00;09-02-2021 00:00;vikas_sadan;141.41;82.22;52.58;94.98;2.12;18.98;0;0;0;0;0;
09-02-2021 00:00;10-02-2021 00:00;vikas_sadan;155.95;85.02;71.71;102.86;2.26;15.22;0;0;0;0;0;
10-02-2021 00:00;11-02-2021 00:00;vikas_sadan;121.19;27.99;53.83;50.53;1.46;19.83;0;0;0;0;0;
11-02-2021 00:00;12-02-2021 00:00;vikas_sadan;160.33;24.58;53.53;47.69;2.08;16.79;0;0;0;0;0;
12-02-2021 00:00;13-02-2021 00:00;vikas_sadan;177.95;66.96;75;92.64;2.56;20.53;0;0;0;0;0;
13-02-2021 00:00;14-02-2021 00:00;vikas_sadan;149.97;99.08;87.34;124.99;2.09;25.77;0;0;0;0;0;
14-02-2021 00:00;15-02-2021 00:00;vikas_sadan;169.15;145.26;86.81;161.66;2.35;19.25;0;0;0;0;0;
15-02-2021 00:00;16-02-2021 00:00;vikas_sadan;163.33;127.33;94.5;151.34;2.48;12.46;0;0;0;0;0;
16-02-2021 00:00;17-02-2021 00:00;vikas_sadan;144.1;48.45;76.31;78.71;2.01;25.79;0;0;0;0;0;
17-02-2021 00:00;18-02-2021 00:00;vikas_sadan;145.72;64.53;74.02;98.06;2.07;13.07;0;0;0;0;0;
18-02-2021 00:00;19-02-2021 00:00;vikas_sadan;151.72;102.12;92.5;129.64;2.58;19.85;0;0;0;0;0;
19-02-2021 00:00;20-02-2021 00:00;vikas_sadan;169.58;50.92;67.6;76.13;2.19;12.74;0;0;0;0;0;
20-02-2021 00:00;21-02-2021 00:00;vikas_sadan;96.01;27.81;54.4;50.93;1.69;15.64;0.01;0.01;0.01;0.01;0.9;
21-02-2021 00:00;22-02-2021 00:00;vikas_sadan;131.88;16.44;43.56;35.96;0.88;52.08;0;0;0;0;0;
22-02-2021 00:00;23-02-2021 00:00;vikas_sadan;120.88;40.24;47.33;57.5;0.89;38.44;0;0;0;0;0;
23-02-2021 00:00;24-02-2021 00:00;vikas_sadan;126.82;123.74;63.13;130.86;1.6;32.27;0;0;0;0;0;
24-02-2021 00:00;25-02-2021 00:00;vikas_sadan;135.46;132.77;60.13;140.63;1.64;30.46;0;0;0;0;0;
25-02-2021 00:00;26-02-2021 00:00;vikas_sadan;122.64;97.22;49.82;103.92;1.6;36.96;0;0;0;0;0;
26-02-2021 00:00;27-02-2021 00:00;vikas_sadan;80.81;36.41;45.21;52.91;0.9;35.62;0;0;0;0;0;
27-02-2021 00:00;28-02-2021 00:00;vikas_sadan;68.21;50.56;40.22;61.5;0.74;24.71;0;0;0;0;0;
28-02-2021 00:00;01-03-2021 00:00;vikas_sadan;99.79;22.72;33.31;35.61;0.57;53.05;0;0;0;0;0;
01-03-2021 00:00;02-03-2021 00:00;vikas_sadan;83.54;3.34;23.06;14.75;0.45;53.73;0;0;0;0;0;
02-03-2021 00:00;03-03-2021 00:00;vikas_sadan;72.86;2.73;17.3;11.21;0.68;73.7;0;0;0;0;0;
03-03-2021 00:00;04-03-2021 00:00;vikas_sadan;72.79;47.49;39.3;58.56;1.13;49.14;0;0;0;0;0;
04-03-2021 00:00;05-03-2021 00:00;vikas_sadan;112.63;99.68;60.21;110.3;1.51;47.59;0;0;0;0;0;
05-03-2021 00:00;06-03-2021 00:00;vikas_sadan;105.01;19.86;34.22;33.8;0.59;60.06;0;0;0;0;0;
06-03-2021 00:00;07-03-2021 00:00;vikas_sadan;69.21;39.05;39.98;52.17;0.81;59.16;0;0;0;0;0;
07-03-2021 00:00;08-03-2021 00:00;vikas_sadan;93.79;20.68;39.23;37.08;0.46;58.7;0;0;0;0;0;
08-03-2021 00:00;09-03-2021 00:00;vikas_sadan;96.59;3.59;29.91;18.53;0.54;57.32;0;0;0;0;0;
09-03-2021 00:00;10-03-2021 00:00;vikas_sadan;108.5;3.76;29.84;18.63;1.08;44.45;0.01;0.01;0.01;0.01;0.5;
10-03-2021 00:00;11-03-2021 00:00;vikas_sadan;53.7;4.72;33.58;21.34;0.45;53.28;0;0;0;0;0;
11-03-2021 00:00;12-03-2021 00:00;vikas_sadan;112.34;36.66;45.32;53.13;0.68;47.67;0;0;0;0;0;
12-03-2021 00:00;13-03-2021 00:00;vikas_sadan;73.66;7.91;39.94;27.24;0.6;29.96;0.01;0.01;0.01;0.01;0.5;
13-03-2021 00:00;14-03-2021 00:00;vikas_sadan;70.59;47.79;40.01;59.85;1.34;39.51;0;0;0;0;0;
14-03-2021 00:00;15-03-2021 00:00;vikas_sadan;73.17;5.86;33.49;22.23;1.18;45.55;0;0;0;0;0;
15-03-2021 00:00;16-03-2021 00:00;vikas_sadan;82.77;6.97;37.95;25.45;0.95;38.27;0;0;0;0;0;
16-03-2021 00:00;17-03-2021 00:00;vikas_sadan;92.87;5.25;30.74;20.28;0.6;34.53;0;0;0;0;0;
17-03-2021 00:00;18-03-2021 00:00;vikas_sadan;115.33;27.45;46.47;46.27;0.31;37.85;0;0;0;0;0;
18-03-2021 00:00;19-03-2021 00:00;vikas_sadan;119.91;28.03;47.91;47.5;0.92;38.13;0;0;0;0;0;
19-03-2021 00:00;20-03-2021 00:00;vikas_sadan;91.92;7.47;29.18;21.08;0.81;44.05;0;0;0;0;0;
20-03-2021 00:00;21-03-2021 00:00;vikas_sadan;82.79;11.1;38.18;27.71;0.72;48.15;0;0;0;0;0;
21-03-2021 00:00;22-03-2021 00:00;vikas_sadan;92.93;53.11;53.66;71.05;0.88;53.14;0;0;0;0;0;
22-03-2021 00:00;23-03-2021 00:00;vikas_sadan;73.96;8;37.45;26;0.59;48.61;0;0;0;0;0;
23-03-2021 00:00;24-03-2021 00:00;vikas_sadan;217.8;9.36;36.67;26.69;0.54;21.37;0;0;0;0;0;
24-03-2021 00:00;25-03-2021 00:00;vikas_sadan;115.26;8.92;27.88;21.73;0.47;41.86;0;0;0;0;0;
25-03-2021 00:00;26-03-2021 00:00;vikas_sadan;65.17;5.74;16.48;13.22;0.42;51.28;0;0;0;0;0;
26-03-2021 00:00;27-03-2021 00:00;vikas_sadan;59.02;6.81;26.45;19.29;0.69;66.34;0;0;0;0;0;
27-03-2021 00:00;28-03-2021 00:00;vikas_sadan;90.55;44.89;51.66;62.96;0.94;64.57;0;0;0;0;0;
28-03-2021 00:00;29-03-2021 00:00;vikas_sadan;100.8;45.8;55.64;66.06;1.25;64.84;0;0;0;0;0;
29-03-2021 00:00;30-03-2021 00:00;vikas_sadan;81.27;8.31;24.73;19.59;0.74;53.53;0;0;0;0;0;
30-03-2021 00:00;31-03-2021 00:00;vikas_sadan;108.93;18.75;28.9;30.13;0.63;52.27;0;0;0;0;0;
31-03-2021 00:00;01-04-2021 00:00;vikas_sadan;66.74;5.36;11.44;10.28;0.31;61.81;0;0;0;0;0;
01-04-2021 00:00;02-04-2021 00:00;vikas_sadan;50.31;5.59;12.4;10.96;0.33;49.45;0;0;0;0;0;
02-04-2021 00:00;03-04-2021 00:00;vikas_sadan;48.43;8.56;25.36;20.07;0.5;39.7;0;0;0;0;0;
03-04-2021 00:00;04-04-2021 00:00;vikas_sadan;53.86;33.71;56.91;56.76;0.77;48.88;0;0;0;0;0;
04-04-2021 00:00;05-04-2021 00:00;vikas_sadan;81.49;54.45;56.6;73.2;1.24;47.26;0;0;0;0;0;
05-04-2021 00:00;06-04-2021 00:00;vikas_sadan;78.52;49.36;93.93;88.67;1.27;45.83;0;0;0;0;0;
06-04-2021 00:00;07-04-2021 00:00;vikas_sadan;105.25;7.71;55.34;35.14;0.92;45.27;0;0;0;0;0;
07-04-2021 00:00;08-04-2021 00:00;vikas_sadan;77.06;6.58;27.56;19.69;0.66;36.98;0;0;0;0;0;
08-04-2021 00:00;09-04-2021 00:00;vikas_sadan;64.97;6.98;29.78;21.17;0.65;31.44;0;0;0;0;0;
09-04-2021 00:00;10-04-2021 00:00;vikas_sadan;70.85;17.18;45.39;37.51;1.09;23.71;0;0;0;0;0;
10-04-2021 00:00;11-04-2021 00:00;vikas_sadan;79.49;28.2;50.6;49.02;0.82;16.47;0;0;0;0;0;
11-04-2021 00:00;12-04-2021 00:00;vikas_sadan;72.25;25.74;40.59;41.84;0.93;12.95;0;0;0;0;0;
12-04-2021 00:00;13-04-2021 00:00;vikas_sadan;96.75;81.29;77.32;105.51;1.41;15.12;0;0;0;0;0;
13-04-2021 00:00;14-04-2021 00:00;vikas_sadan;88.82;21.77;47.83;42.45;0.86;13.28;0;0;0;0;0;
14-04-2021 00:00;15-04-2021 00:00;vikas_sadan;71.82;10.05;34.77;26.24;0.68;11.13;0;0;0;0;0;
15-04-2021 00:00;16-04-2021 00:00;vikas_sadan;76.78;21.22;45.92;40.96;0.72;8.68;0;0;0;0;0;
16-04-2021 00:00;17-04-2021 00:00;vikas_sadan;119.89;71.56;74.3;94.16;0.84;9.65;0;0;0;0;0.2;
17-04-2021 00:00;18-04-2021 00:00;vikas_sadan;31.58;26.17;28.55;31.01;0.61;24.03;0;0;0;0;0;
18-04-2021 00:00;19-04-2021 00:00;vikas_sadan;62.31;10.3;41.47;29.94;0.6;24.89;0;0;0;0;0;
19-04-2021 00:00;20-04-2021 00:00;vikas_sadan;91.15;18.54;48.64;40.3;0.77;23.26;0;0;0;0;0;
20-04-2021 00:00;21-04-2021 00:00;vikas_sadan;75.5;6.85;46.24;29.53;0.64;23.16;0;0;0;0;0;
21-04-2021 00:00;22-04-2021 00:00;vikas_sadan;38.22;3.05;16.97;11.33;0.4;23.71;0;0;0;0;0;
22-04-2021 00:00;23-04-2021 00:00;vikas_sadan;53.12;3.37;21.9;14.16;0.42;23.94;0;0;0;0;0;
23-04-2021 00:00;24-04-2021 00:00;vikas_sadan;51.19;33.75;46.11;39.31;0.45;23.29;0;0;0;0;0;
24-04-2021 00:00;25-04-2021 00:00;vikas_sadan;55.89;5.03;19.56;14.69;0.38;22.42;0;0;0;0;0;
25-04-2021 00:00;26-04-2021 00:00;vikas_sadan;90.11;14.34;35.47;29.3;0.82;20.9;0;0;0;0;0;
26-04-2021 00:00;27-04-2021 00:00;vikas_sadan;106.91;101.51;113.58;122.17;1.24;21.86;0;0;0;0;0;
27-04-2021 00:00;28-04-2021 00:00;vikas_sadan;118.93;111.17;79.25;116.75;1.54;33.5;0;0;0;0;0;
28-04-2021 00:00;29-04-2021 00:00;vikas_sadan;115.57;77.26;59.02;86.28;0.91;46.66;0;0;0;0;0;
29-04-2021 00:00;30-04-2021 00:00;vikas_sadan;122.92;24.48;30.81;33.91;0.85;50.19;0;0;0;0;0;
30-04-2021 00:00;01-05-2021 00:00;vikas_sadan;110.79;18.68;42.94;37.13;0.83;67.46;0;0;0;0;0;
01-05-2021 00:00;02-05-2021 00:00;vikas_sadan;69.17;5.74;18.82;14.47;0.41;70.86;0;0;0;0;0;
02-05-2021 00:00;03-05-2021 00:00;vikas_sadan;55.98;7.61;28.14;20.83;0.5;44.91;0;0;0;0;0;
03-05-2021 00:00;04-05-2021 00:00;vikas_sadan;95.25;8.17;20.01;17.01;0.39;39.01;0;0;0;0;0;
04-05-2021 00:00;05-05-2021 00:00;vikas_sadan;63.17;8.3;27.02;20.79;0.41;35.97;0;0;0;0;0;
05-05-2021 00:00;06-05-2021 00:00;vikas_sadan;65.21;3.48;17.36;11.87;0.67;66.12;0;0;0;0;0;
06-05-2021 00:00;07-05-2021 00:00;vikas_sadan;52.74;3.32;13.29;9.62;0.44;62.13;0;0;0;0;0.4;
07-05-2021 00:00;08-05-2021 00:00;vikas_sadan;50.42;3.63;22.99;14.94;0.43;75.48;0;0;0;0;0;
08-05-2021 00:00;09-05-2021 00:00;vikas_sadan;59.83;8.62;29.97;22.59;0.25;63.03;0;0;0;0;0;
09-05-2021 00:00;10-05-2021 00:00;vikas_sadan;53.22;3.05;15.9;10.77;0.04;69.39;0;0;0;0;0.4;
10-05-2021 00:00;11-05-2021 00:00;vikas_sadan;61.31;3.6;21.36;14.06;0.61;66.73;0;0;0;0;0;
11-05-2021 00:00;12-05-2021 00:00;vikas_sadan;47.96;3.69;15.43;11.03;0.13;58.83;0;0;0;0;0;
12-05-2021 00:00;13-05-2021 00:00;vikas_sadan;34.88;4.48;18.81;13.43;0.16;48.34;0;0;0;0;0;
13-05-2021 00:00;14-05-2021 00:00;vikas_sadan;33.29;3.61;15.71;11.11;0.07;52.23;0;0;0;0;0.2;
14-05-2021 00:00;15-05-2021 00:00;vikas_sadan;39.96;3.14;13.17;9.37;0.11;63.35;0;0;0;0;0;
15-05-2021 00:00;16-05-2021 00:00;vikas_sadan;44.2;6.53;26.83;18.97;0.73;43.93;0;0;0;0;0;
16-05-2021 00:00;17-05-2021 00:00;vikas_sadan;55.96;7.89;33.74;23.72;0.53;71.34;0;0;0;0;0;
17-05-2021 00:00;18-05-2021 00:00;vikas_sadan;82.05;9.3;49.55;33.06;0.63;42.82;0;0;0;0;0;
18-05-2021 00:00;19-05-2021 00:00;vikas_sadan;24.29;3.28;17.02;11.13;0.39;19.97;0;0;0;0;0;
19-05-2021 00:00;20-05-2021 00:00;vikas_sadan;45.82;5.09;18.95;13.82;0.59;8.76;0.03;0.03;0.03;0.03;0.9;
20-05-2021 00:00;21-05-2021 00:00;vikas_sadan;29.4;37.94;44.62;44.05;0.32;20.37;0;0;0;0;0;
21-05-2021 00:00;22-05-2021 00:00;vikas_sadan;25.05;42.35;48.91;50.1;0.51;71.38;0.03;0.03;0.03;0.03;1.7;
22-05-2021 00:00;23-05-2021 00:00;vikas_sadan;29.13;11.12;39.58;29.6;0.31;36.96;0.16;0.16;0.16;0.16;8.1;
23-05-2021 00:00;24-05-2021 00:00;vikas_sadan;161.45;8.61;20.16;16.81;1.11;34;0;0;0;0;0;
24-05-2021 00:00;25-05-2021 00:00;vikas_sadan;51.35;4.63;16.85;12.53;0.54;58.74;0;0;0;0;0;
25-05-2021 00:00;26-05-2021 00:00;vikas_sadan;46.55;10.31;27.19;22.17;0.48;60.68;0;0;0;0;0;
26-05-2021 00:00;27-05-2021 00:00;vikas_sadan;51.48;39.65;55.55;59.67;1.01;49.91;0;0;0;0;0;
27-05-2021 00:00;28-05-2021 00:00;vikas_sadan;47.04;13.3;38.85;30.76;0.13;49.36;0;0;0;0;0;
28-05-2021 00:00;29-05-2021 00:00;vikas_sadan;33.47;4.39;13.69;10.64;0.28;45.43;0;0;0;0;0;
29-05-2021 00:00;30-05-2021 00:00;vikas_sadan;22.59;4.3;10.21;8.78;0.15;41.61;0;0;0;0;0;
30-05-2021 00:00;31-05-2021 00:00;vikas_sadan;23.85;4.23;11.53;9.25;0.22;37.79;0;0;0;0;0;
31-05-2021 00:00;01-06-2021 00:00;vikas_sadan;44.44;10.48;42.61;30.54;0.3;20.59;0;0;0;0;0.1;
01-06-2021 00:00;02-06-2021 00:00;vikas_sadan;29.64;7.7;33.16;23.29;0.22;40.03;0.02;0.02;0.02;0.02;1.6;
02-06-2021 00:00;03-06-2021 00:00;vikas_sadan;50.19;16.82;41.77;35.32;0.1;49.27;0;0;0;0;0;
03-06-2021 00:00;04-06-2021 00:00;vikas_sadan;49.03;7.28;31.43;22.26;0.17;63.04;0;0;0;0;0;
04-06-2021 00:00;05-06-2021 00:00;vikas_sadan;53.22;4.43;28.39;18.38;0.17;50.68;0.01;0.01;0.01;0.01;1.2;
05-06-2021 00:00;06-06-2021 00:00;vikas_sadan;51.15;3.72;26.6;16.63;0.45;46.7;0;0;0;0;0;
06-06-2021 00:00;07-06-2021 00:00;vikas_sadan;49.23;10.25;38.02;27.85;0.22;30.55;0;0;0;0;0;
07-06-2021 00:00;08-06-2021 00:00;vikas_sadan;55.79;11.88;45.42;33.2;0.47;41.31;0;0;0;0;0;
08-06-2021 00:00;09-06-2021 00:00;vikas_sadan;60.68;4.75;30.09;19.04;1.44;22.77;0;0;0;0;0;
09-06-2021 00:00;10-06-2021 00:00;vikas_sadan;52.11;4.78;25.62;16.95;0.37;21.36;0;0;0;0;0;
10-06-2021 00:00;11-06-2021 00:00;vikas_sadan;65.88;4.01;22.53;14.81;0.81;28.06;0.03;0.03;0.03;0.03;2.9;
11-06-2021 00:00;12-06-2021 00:00;vikas_sadan;54.42;2.99;24.39;14.91;0.59;39.87;0;0;0;0;0.1;
12-06-2021 00:00;13-06-2021 00:00;vikas_sadan;41.8;5.09;16.76;12.33;0.56;35.43;0;0;0;0;0;
13-06-2021 00:00;14-06-2021 00:00;vikas_sadan;26.02;4.15;12.96;10.01;0.3;28.06;0.02;0.02;0.02;0.02;2;
14-06-2021 00:00;15-06-2021 00:00;vikas_sadan;37.44;7.22;17.24;14.53;0.21;26.91;0;0;0;0;0;
15-06-2021 00:00;16-06-2021 00:00;vikas_sadan;45.25;7.46;14.98;12.95;0.61;18.92;0.01;0.01;0.01;0.01;0.6;
16-06-2021 00:00;17-06-2021 00:00;vikas_sadan;41.74;5.76;19.01;14.33;0.25;32.85;0;0;0;0;0;
17-06-2021 00:00;18-06-2021 00:00;vikas_sadan;49.82;4.85;22.1;14.95;0.8;32.93;0;0;0;0;0;
18-06-2021 00:00;19-06-2021 00:00;vikas_sadan;42.18;4.9;11.32;9.81;0.36;29.33;0;0;0;0;0;
19-06-2021 00:00;20-06-2021 00:00;vikas_sadan;33.67;4.82;12.22;10.26;0.45;29.14;0;0;0;0;0;
20-06-2021 00:00;21-06-2021 00:00;vikas_sadan;33.48;5.07;8.93;8.72;0.23;31.97;0;0;0;0;0;
21-06-2021 00:00;22-06-2021 00:00;vikas_sadan;42.68;5.3;16.16;12.68;0.55;34.7;0;0;0;0;0;
22-06-2021 00:00;23-06-2021 00:00;vikas_sadan;62.27;5.52;21.57;15.6;0.32;35.14;0;0;0;0;0;
23-06-2021 00:00;24-06-2021 00:00;vikas_sadan;100.03;9.85;30.78;23.99;0.5;38.72;0;0;0;0;0;
24-06-2021 00:00;25-06-2021 00:00;vikas_sadan;58.86;4.69;16.73;12.51;0.37;42.93;0;0;0;0;0;
25-06-2021 00:00;26-06-2021 00:00;vikas_sadan;56.28;6.5;24.97;18.29;0.29;38.78;0;0;0;0;0.1;
26-06-2021 00:00;27-06-2021 00:00;vikas_sadan;45.26;5.38;27.98;19.11;0.45;36.12;0;0;0;0;0.1;
27-06-2021 00:00;28-06-2021 00:00;vikas_sadan;71.4;6.51;28.4;20.07;0.59;61.7;0;0;0;0;0;
28-06-2021 00:00;29-06-2021 00:00;vikas_sadan;66.18;5;29.1;19.12;0.67;52.06;0;0;0;0;0;
29-06-2021 00:00;30-06-2021 00:00;vikas_sadan;80.85;5.86;41.41;26.37;0.7;49.2;0;0;0;0;0;
30-06-2021 00:00;01-07-2021 00:00;vikas_sadan;73.87;10.69;32.1;25.36;0.49;31.45;0;0;0;0;0;
01-07-2021 00:00;02-07-2021 00:00;vikas_sadan;50.79;5.77;13.76;11.72;0.36;24.2;0;0;0;0;0;
02-07-2021 00:00;03-07-2021 00:00;vikas_sadan;62.48;6.27;16.1;13.44;0.37;27.52;0;0;0;0;0;
03-07-2021 00:00;04-07-2021 00:00;vikas_sadan;40.22;5.04;16.88;12.78;0.39;32.23;0;0;0;0;0.4;
04-07-2021 00:00;05-07-2021 00:00;vikas_sadan;48.76;6.58;28.58;20.23;0.43;34.65;0;0;0;0;0;
05-07-2021 00:00;06-07-2021 00:00;vikas_sadan;47.86;8.73;18.01;16.36;0.43;46.52;0;0;0;0;0;
06-07-2021 00:00;07-07-2021 00:00;vikas_sadan;42.55;6.02;12.14;11.17;0.36;46.52;0;0;0;0;0;
07-07-2021 00:00;08-07-2021 00:00;vikas_sadan;49.82;5.78;11.12;10.44;0.38;60.2;0;0;0;0;0;
08-07-2021 00:00;09-07-2021 00:00;vikas_sadan;57.44;6.15;21.59;15.86;0.63;60.07;0;0;0;0;0;
09-07-2021 00:00;10-07-2021 00:00;vikas_sadan;49.89;5.46;15.57;12.52;0.51;59.84;0;0;0;0;0;
10-07-2021 00:00;11-07-2021 00:00;vikas_sadan;36.15;5.21;10.6;9.71;0.53;59.88;0;0;0;0;0;
11-07-2021 00:00;12-07-2021 00:00;vikas_sadan;41.82;4.92;7.57;7.9;0.44;60.16;0;0;0;0;0;
12-07-2021 00:00;13-07-2021 00:00;vikas_sadan;37.39;5.18;9.28;8.81;0.55;49.72;0;0;0;0;0;
13-07-2021 00:00;14-07-2021 00:00;vikas_sadan;34.09;8.18;29.1;21.42;0.73;18.93;0.21;0.21;0.21;0.21;16.2;
14-07-2021 00:00;15-07-2021 00:00;vikas_sadan;36.91;9.31;30.45;23.29;0.64;11.01;0.01;0.01;0.01;0.01;0.8;
15-07-2021 00:00;16-07-2021 00:00;vikas_sadan;41.77;7.69;30.8;22.17;0.86;20.04;0;0;0;0;0;
16-07-2021 00:00;17-07-2021 00:00;vikas_sadan;45.05;5.25;19.59;14.06;0.69;22.57;0;0;0;0;0;
17-07-2021 00:00;18-07-2021 00:00;vikas_sadan;51.77;5.13;14.22;11.55;0.58;27.56;0;0;0;0;0;
18-07-2021 00:00;19-07-2021 00:00;vikas_sadan;41.43;5.17;16.13;12.58;0.56;22.83;0.03;0.03;0.03;0.03;2.7;
19-07-2021 00:00;20-07-2021 00:00;vikas_sadan;22.97;1.84;25.45;23.07;0.91;43.85;0.56;0.56;0.56;0.56;41.3;
20-07-2021 00:00;21-07-2021 00:00;vikas_sadan;24.6;0.01;17.87;15.77;0.8;59.94;0.01;0.01;0.01;0.01;0.5;
21-07-2021 00:00;22-07-2021 00:00;vikas_sadan;37.61;0.01;18.32;15.26;0.88;60.05;0;0;0;0;0;
22-07-2021 00:00;23-07-2021 00:00;vikas_sadan;34.34;4.74;17.55;13.22;1.28;37.05;0.04;0.04;0.04;0.04;3.4;
23-07-2021 00:00;24-07-2021 00:00;vikas_sadan;43.14;5.11;17.28;13.12;1.1;8.53;0;0;0;0;0;
24-07-2021 00:00;25-07-2021 00:00;vikas_sadan;49.52;10.04;19.16;18.07;0.92;11.89;0;0;0;0;0;
25-07-2021 00:00;26-07-2021 00:00;vikas_sadan;43.1;10.84;12.67;15.3;0.89;11.57;0;0;0;0;0;
26-07-2021 00:00;27-07-2021 00:00;vikas_sadan;53.6;4.88;16.53;12.54;0.91;12.82;0;0;0;0;0;
27-07-2021 00:00;28-07-2021 00:00;vikas_sadan;53.4;5.11;12.66;10.58;0.63;17.4;0.16;0.16;0.16;0.16;12.1;
28-07-2021 00:00;29-07-2021 00:00;vikas_sadan;30.43;10.26;13.92;15.26;0.75;22.63;0.52;0.52;0.52;0.52;48.4;
29-07-2021 00:00;30-07-2021 00:00;vikas_sadan;27.33;19.35;15.01;23.48;0.87;21.05;0.1;0.1;0.1;0.1;9.5;
30-07-2021 00:00;31-07-2021 00:00;vikas_sadan;36.15;6.76;16.93;14.26;1.13;26.08;0.03;0.03;0.03;0.03;2.4;
31-07-2021 00:00;01-08-2021 00:00;vikas_sadan;30.74;11.77;16.14;17.86;1.12;26.96;0;0;0;0;0.2;
01-08-2021 00:00;02-08-2021 00:00;vikas_sadan;40.89;17.49;21.05;25.01;1.18;25.14;0.06;0.06;0.06;0.06;3.4;
02-08-2021 00:00;03-08-2021 00:00;vikas_sadan;42.93;7.44;23.75;18.35;1.2;26.13;0.01;0.01;0.01;0.01;0.6;
03-08-2021 00:00;04-08-2021 00:00;vikas_sadan;38.52;9.23;19.43;17.42;1.24;27.84;0;0;0;0;0;
04-08-2021 00:00;05-08-2021 00:00;vikas_sadan;31.78;7.42;21.6;17.22;1.05;28.47;0;0;0;0;0;
05-08-2021 00:00;06-08-2021 00:00;vikas_sadan;46.96;8;25;19.49;1.03;19.04;0;0;0;0;0;
06-08-2021 00:00;07-08-2021 00:00;vikas_sadan;55.96;12.35;28.35;24.71;1.01;17.74;0;0;0;0;0;
07-08-2021 00:00;08-08-2021 00:00;vikas_sadan;49.28;28.57;24.92;34.75;1;3.21;0;0;0;0;0;
08-08-2021 00:00;09-08-2021 00:00;vikas_sadan;51.02;5.59;15.28;12.33;0.81;11.52;0;0;0;0;0;
09-08-2021 00:00;10-08-2021 00:00;vikas_sadan;45.61;4.5;22.99;15.49;0.81;7.72;0.02;0.02;0.02;0.02;1.2;
10-08-2021 00:00;11-08-2021 00:00;vikas_sadan;45.73;9.41;19.33;17.61;0.5;6.48;0;0;0;0;0;
11-08-2021 00:00;12-08-2021 00:00;vikas_sadan;32.24;5.95;15.82;13.01;0.49;4.68;0;0;0;0;0;
12-08-2021 00:00;13-08-2021 00:00;vikas_sadan;36.52;3.51;16.11;11.22;0.72;7.47;0;0;0;0;0;
13-08-2021 00:00;14-08-2021 00:00;vikas_sadan;42.05;6.03;24.72;17.76;0.69;14.13;0;0;0;0;0;
14-08-2021 00:00;15-08-2021 00:00;vikas_sadan;43.51;2.75;18.38;11.77;0.56;35.45;0;0;0;0;0.1;
15-08-2021 00:00;16-08-2021 00:00;vikas_sadan;39.75;2.51;12.41;8.5;0.43;46.9;0;0;0;0;0;
16-08-2021 00:00;17-08-2021 00:00;vikas_sadan;42.39;2.98;14.01;9.72;0.52;49.74;0;0;0;0;0;
17-08-2021 00:00;18-08-2021 00:00;vikas_sadan;53.67;8.5;20.81;17.5;0.64;56.37;0;0;0;0;0;
18-08-2021 00:00;19-08-2021 00:00;vikas_sadan;69.99;15.31;31.16;28.56;0.81;55.28;0;0;0;0;0;
19-08-2021 00:00;20-08-2021 00:00;vikas_sadan;84.66;16.8;44.52;36.75;1.15;58.46;0;0;0;0;0;
20-08-2021 00:00;21-08-2021 00:00;vikas_sadan;47.77;4.07;28.77;18.31;0.78;38.44;0;0;0;0;0;
21-08-2021 00:00;22-08-2021 00:00;vikas_sadan;28.28;2.3;23.81;13.67;0.55;13.15;0;0;0;0;0;
22-08-2021 00:00;23-08-2021 00:00;vikas_sadan;27.32;0.38;14.96;7.21;0.53;5.49;0;0;0;0;0;
23-08-2021 00:00;24-08-2021 00:00;vikas_sadan;30.83;3.28;18.49;11.46;0.79;9.58;0;0;0;0;0;
24-08-2021 00:00;25-08-2021 00:00;vikas_sadan;37.99;10.54;31.91;21.7;0.84;8.1;0;0;0;0;0;
